id,Q2: How many ingredients would you expect this food item to contain?,Q4: How much would you expect to pay for one serving of this food item?,Label,"Q1: From a scale 1 to 5, how complex is it to make this food? (Where 1 is the most simple, and 5 is the most complex)_1","Q1: From a scale 1 to 5, how complex is it to make this food? (Where 1 is the most simple, and 5 is the most complex)_2","Q1: From a scale 1 to 5, how complex is it to make this food? (Where 1 is the most simple, and 5 is the most complex)_3","Q1: From a scale 1 to 5, how complex is it to make this food? (Where 1 is the most simple, and 5 is the most complex)_4","Q1: From a scale 1 to 5, how complex is it to make this food? (Where 1 is the most simple, and 5 is the most complex)_5",Q8: How much hot sauce would you add to this food item?_A little (mild),Q8: How much hot sauce would you add to this food item?_A lot (hot),Q8: How much hot sauce would you add to this food item?_A moderate amount (medium),Q8: How much hot sauce would you add to this food item?_I will have some of this food item with my hot sauce,At a party,Late night snack,Week day dinner,Week day lunch,Weekend dinner,Weekend lunch,Friends,Parents,Siblings,Strangers,Teachers,big_bucket,water,alcohol,soft_drink,tea,juice,soup
714863,10.0,20.0,Pizza,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,,0,0,1,0,0,0
602805,6.0,12.0,Pizza,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,,0,0,1,0,0,0
602526,4.0,6.0,Pizza,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,,0,0,1,0,0,0
497421,4.0,30.0,Pizza,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,,0,0,1,0,0,0
389328,8.0,10.0,Pizza,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,,0,1,0,0,0,0
289931,5.0,7.0,Pizza,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,,0,0,1,0,0,0
620148,7.0,5.0,Pizza,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,,0,0,1,0,0,0
387155,6.0,12.0,Pizza,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,,1,0,0,0,0,0
516975,21.0,2.5,Pizza,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,,0,0,1,0,0,0
630825,6.0,8.0,Pizza,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,,0,0,0,0,0,1
614043,10.0,15.0,Pizza,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,,0,0,1,0,0,0
521125,5.0,3.0,Pizza,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,,0,1,0,0,0,0
627780,5.0,8.0,Pizza,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,,0,0,1,0,0,0
492744,10.0,10.0,Pizza,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,,0,0,1,0,0,0
618747,6.0,25.0,Pizza,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,,0,0,0,0,0,0
607815,6.0,30.0,Pizza,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,,0,0,1,0,0,0
601609,10.0,6.0,Pizza,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,,0,0,1,0,0,0
602657,5.0,10.0,Pizza,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,,0,0,1,0,0,0
616449,3.0,5.0,Pizza,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,,1,0,0,0,0,0
501893,5.0,,Pizza,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,,0,0,1,0,0,0
507448,5.0,20.0,Pizza,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,,0,0,1,0,0,0
606556,3.0,8.0,Pizza,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,0,0,1,0,0,0
724326,11.0,3.0,Pizza,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,,0,0,1,0,0,0
616945,5.0,15.0,Pizza,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,,0,0,1,0,0,0
630962,4.0,10.0,Pizza,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,,0,0,1,0,0,0
715814,7.0,11.49,Pizza,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,,0,0,1,0,0,0
502799,8.0,10.0,Pizza,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,,0,0,1,0,0,0
605278,4.0,4.0,Pizza,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,,0,0,1,0,0,0
388888,8.0,5.0,Pizza,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,,0,0,1,0,0,0
519548,5.5,6.0,Pizza,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,,0,0,1,0,0,0
405521,3.0,4.0,Pizza,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,,0,0,1,0,0,0
607410,8.0,13.0,Pizza,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,,0,0,0,0,0,0
715795,8.0,13.0,Pizza,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,,0,0,1,0,0,0
625326,5.0,3.0,Pizza,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,,0,0,1,0,0,0
627220,5.0,6.5,Pizza,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,,0,0,0,0,0,0
634964,5.0,20.0,Pizza,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,,0,1,0,0,0,0
722500,10.0,15.0,Pizza,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,1,,0,0,1,0,0,0
602824,5.0,15.0,Pizza,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,,0,0,1,0,0,0
618355,5.0,15.0,Pizza,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,,0,0,1,0,0,0
611097,7.0,10.0,Pizza,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,,0,0,1,0,0,0
634328,5.0,5.0,Pizza,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,,0,0,1,0,0,0
607160,10.0,15.0,Pizza,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,0,0,1,0,0,0
728522,6.0,12.0,Pizza,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,,0,0,1,0,0,0
718570,5.0,15.0,Pizza,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,,0,0,1,0,0,0
714598,5.0,4.5,Pizza,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,,0,0,1,0,0,0
601950,4.0,3.0,Pizza,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,,0,0,1,0,0,0
612478,3.0,7.0,Pizza,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,,0,0,1,0,0,0
501416,7.5,11.0,Pizza,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,,0,0,0,0,0,0
629710,8.0,15.0,Pizza,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,,0,0,1,0,0,0
502610,4.0,,Pizza,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,,0,0,1,0,0,0
603476,8.0,15.0,Pizza,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,,0,0,1,0,0,0
600957,10.0,6.0,Pizza,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,,1,0,0,0,0,0
713423,15.0,15.0,Pizza,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,,0,0,1,0,0,0
722431,5.0,20.0,Pizza,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,,0,0,1,0,0,0
633234,6.0,5.0,Pizza,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,,0,0,1,0,0,0
148179,5.0,7.0,Pizza,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,,0,0,1,0,0,0
715845,9.0,20.0,Pizza,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,,0,0,1,0,0,0
632153,10.0,6.0,Pizza,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,0,0,0
606552,6.0,15.0,Pizza,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,,0,0,1,0,0,0
738409,4.0,3.0,Pizza,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,,0,0,1,0,0,0
612096,6.0,4.99,Pizza,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,,0,0,1,0,0,0
743537,5.0,15.0,Pizza,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,,0,0,1,0,0,0
632896,10.0,7.0,Pizza,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,,0,0,1,0,0,0
605207,3.0,12.0,Pizza,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,,0,0,1,0,0,0
617542,3.5,22.5,Pizza,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,,0,0,1,0,0,0
719554,3.0,5.0,Pizza,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,,0,0,1,0,0,0
627427,4.0,5.0,Pizza,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,,0,0,1,0,0,0
411315,7.0,6.0,Pizza,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,,0,0,1,0,0,0
631507,8.0,5.0,Pizza,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,,0,0,1,0,0,0
627798,8.0,6.0,Pizza,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,,0,0,1,0,0,0
712093,10.0,15.0,Pizza,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,,0,0,1,0,0,0
627488,10.0,5.0,Pizza,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,,0,0,1,0,0,0
626493,5.0,6.0,Pizza,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,,1,0,0,0,0,0
601363,7.0,15.0,Pizza,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,,0,1,0,0,0,0
712898,8.0,5.0,Pizza,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,,0,0,1,0,0,0
603398,10.0,22.5,Pizza,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,,0,0,1,0,0,0
631012,7.0,5.0,Pizza,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,,0,0,1,0,0,0
601848,6.0,7.0,Pizza,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,,0,0,1,0,0,0
612131,5.0,2.0,Pizza,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,,0,0,1,0,0,0
408630,5.0,5.0,Pizza,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1,,0,0,1,0,0,0
632091,5.0,15.0,Pizza,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,,0,0,1,0,0,0
601122,7.0,15.0,Pizza,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,,0,0,1,0,0,0
602871,5.0,10.0,Pizza,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,,0,0,1,0,0,0
520828,9.0,5.0,Pizza,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,,0,0,1,0,0,0
514199,7.0,4.0,Pizza,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,,0,0,1,0,0,0
389697,6.0,10.0,Pizza,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,,0,0,1,0,0,0
714430,10.0,10.0,Pizza,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,,0,0,1,0,0,0
612567,6.0,20.0,Pizza,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,,0,0,1,0,0,0
744468,3.0,3.0,Pizza,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,,0,0,1,0,0,0
502722,6.0,3.0,Pizza,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,,0,0,1,0,0,0
519681,10.0,5.0,Pizza,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,,0,0,1,0,0,0
631125,5.0,6.0,Pizza,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,,0,0,1,0,0,0
606119,6.5,5.0,Pizza,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,,0,0,1,0,0,0
627252,8.0,6.0,Pizza,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,,1,0,0,0,0,0
616568,3.0,20.0,Pizza,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,,0,0,1,0,0,0
603838,5.0,10.0,Pizza,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,,0,0,1,0,0,0
719735,5.0,5.0,Pizza,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,,0,0,1,0,0,0
608062,10.0,2.5,Pizza,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,,0,0,1,0,0,0
608704,3.0,20.0,Pizza,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,,0,0,1,0,0,0
520383,3.0,3.5,Pizza,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,,0,0,1,0,0,0
603793,4.0,15.0,Pizza,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,,0,0,1,0,0,0
603933,4.5,3.0,Pizza,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,0,0,1,0,0,0
605519,6.0,5.0,Pizza,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,,0,0,0,0,0,0
524803,4.0,3.5,Pizza,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,,0,0,1,0,0,0
629712,5.0,17.0,Pizza,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,,0,0,1,0,0,0
627505,7.0,3.0,Pizza,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,,0,0,1,0,0,0
526131,5.0,10.0,Pizza,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,,0,0,1,0,0,0
607065,5.0,5.0,Pizza,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,,0,0,1,0,0,0
500077,8.0,5.0,Pizza,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,,0,0,1,0,0,0
633350,7.0,4.0,Pizza,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,,0,0,1,0,0,0
601945,7.0,22.0,Pizza,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,,0,0,1,0,0,0
629878,3.0,3.5,Pizza,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,,1,0,0,0,0,0
712766,7.5,5.5,Pizza,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,,0,0,0,0,0,0
603664,8.0,16.0,Pizza,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,,0,0,1,0,0,0
840827,6.0,25.0,Pizza,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,0,0,1,0,0,0
604897,15.0,25.0,Pizza,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,,0,0,1,0,0,0
525422,3.0,3.5,Pizza,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,,0,0,1,0,0,0
602560,3.0,25.0,Pizza,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,,0,0,1,0,0,0
738379,8.5,20.0,Pizza,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,,0,0,1,0,0,0
622023,3.0,3.0,Pizza,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,,0,0,1,0,0,0
604770,8.0,5.0,Pizza,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,,0,0,1,0,0,0
608318,5.5,5.0,Pizza,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,,0,1,0,0,0,0
626757,5.0,12.0,Pizza,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,,0,0,1,0,0,0
745297,5.0,7.0,Pizza,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,,0,0,1,0,0,0
627599,6.0,5.0,Pizza,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,,0,0,1,0,0,0
520037,4.0,5.0,Pizza,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,,0,0,1,0,0,0
632189,4.0,3.0,Pizza,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,,0,0,1,0,0,0
627636,3.0,7.0,Pizza,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,,0,0,1,0,0,0
295428,5.0,4.0,Pizza,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,,0,0,0,0,0,0
228777,5.0,3.5,Pizza,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,,0,0,1,0,0,0
609278,6.0,5.0,Pizza,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,,0,0,1,0,0,0
614089,4.0,20.0,Pizza,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,,0,0,1,0,0,0
607517,7.0,14.0,Pizza,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,,0,0,1,0,0,0
714607,6.0,5.0,Pizza,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,,0,0,1,0,0,0
716650,15.0,15.0,Pizza,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,,0,0,1,0,0,0
497695,4.0,5.0,Pizza,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,,0,0,1,0,0,0
496858,7.0,20.0,Pizza,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,,0,0,0,0,0,0
608688,3.0,2.5,Pizza,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,,0,0,1,0,0,0
604386,6.0,20.0,Pizza,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,,0,0,0,0,0,0
628559,7.0,15.0,Pizza,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,,0,0,1,0,0,0
715152,7.0,7.0,Pizza,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,,0,0,1,0,0,0
604110,4.0,10.0,Pizza,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,,0,0,1,0,0,0
629010,6.0,4.0,Pizza,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,,0,0,1,0,0,0
605254,5.0,4.0,Pizza,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,,0,0,1,0,0,0
628990,5.0,6.0,Pizza,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,,0,0,1,0,0,0
625295,6.0,4.0,Pizza,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,,0,0,1,0,0,0
603415,6.0,4.5,Pizza,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,,0,0,1,0,0,0
635533,6.0,15.0,Pizza,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,,0,0,1,0,0,0
630389,3.0,20.0,Pizza,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,,0,0,1,0,0,0
714901,7.0,5.0,Pizza,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,,0,0,1,0,0,0
629792,7.0,15.0,Pizza,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,,0,0,1,0,0,0
629025,4.0,5.0,Pizza,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,,0,0,1,0,0,0
524441,6.0,10.0,Pizza,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,,0,1,0,0,0,0
389109,8.0,18.0,Pizza,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,0
631216,5.0,6.0,Pizza,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,,0,0,1,0,0,0
738875,3.0,4.0,Pizza,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,,0,0,0,0,0,0
634669,4.0,2.29,Pizza,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,,0,0,1,0,0,0
409940,6.0,8.0,Pizza,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,,0,0,1,0,0,0
399605,5.0,5.0,Pizza,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,,0,0,1,0,0,0
721831,8.0,6.0,Pizza,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,,0,0,1,0,0,0
835223,5.0,4.0,Pizza,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,,0,0,1,0,0,0
712938,5.0,15.0,Pizza,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,,0,0,1,0,0,0
395712,5.0,6.0,Pizza,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,,0,0,1,0,0,0
603388,7.0,12.0,Pizza,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,,0,0,1,0,0,0
617774,3.0,22.99,Pizza,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,,0,0,1,0,0,0
289440,5.0,4.0,Pizza,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,,0,0,1,0,0,0
714503,3.5,15.0,Pizza,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,,0,0,1,0,0,0
714893,5.0,5.0,Pizza,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,,0,0,1,0,0,0
601094,7.0,6.5,Pizza,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,,0,0,1,0,0,0
618150,5.0,25.0,Pizza,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,,0,0,1,0,0,0
607944,5.0,5.0,Pizza,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,,0,0,0,0,0,0
629844,4.0,6.0,Pizza,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,,0,0,1,0,0,0
626482,5.0,5.0,Pizza,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,,0,0,1,0,0,0
609257,5.0,6.0,Pizza,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,,0,1,0,0,0,0
717921,8.0,4.0,Pizza,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,,0,0,1,0,0,0
181851,5.0,10.0,Pizza,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,,0,0,1,0,0,0
629041,3.0,7.0,Pizza,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,,0,0,1,0,0,0
604062,4.5,15.0,Pizza,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,,0,0,0,0,0,0
